	영화리뷰	label
2065	나타샤 행복해야해!!	1
2066	올 한 해 최고의 영화! 너무 재밌어요	1
2067	나타샤는 최고의 어벤져	1
2069	돈내고안본 내자신을 칭찬해~	0
2072	너무 재미있었어요 ! 무엇보다 소재가 신선했고 지루하지 않았어요	1
2074	처음이자 마지막인 솔로무비라니... 억장이 무너져...	1
2075	진짜 너무너무 재미있었어요.. 진짜 액션영화 중에 연출 스토리 탄탄! 마블 첫 영화인데 재밌게봤어요	1
2076	블랙위도우의 개인 서사를 잘 쌓아올린 작품. 액션도 짜릿하고 감동도 놓치지않았다...우리 블위 도로 살려내..	1
2077	재미없어요 ㅎㅎ.. 오프닝 보면서 이제 좀 재밌어지겠지..? 좀 지나면 재밌어지겠지..?하면서 기다렸지만 결코 재밌는 부분은 일도 없었다.. 결국 기억에 남는 건 밀라요보비치의 딸만 기억에 남는다.보고나면 히어로의 어두운 면을 보여 주려는 게 로건이 생각나는데 ..블랙위도우 영화는 결코 로건 같은 영화가 될 수 없었다..	0
2079	4dx로 봤는데 효과도좋고지금까지본 마블영화중 스토리 연기력 전개등 모든면에서 최고였어요!	1
2080	정말 재밌고 나타샤에게 빠졌습니다. 역시 믿고보는 마블입니다  다들 꼭 보세요 한번더 보고싶고 눈물날뻔했네요	1
2081	스트레스가 풀리는 액션과 블랙위도우의 서사가 완벽하게 조화를 이루었던 영화.	1
2082	멋있어멋있어멋있어...	1
2083	역시 마블은 마블은이다	1
2084	재밌다고해서 조조로 봤는데 별재미가 없멋네요  나중에 집에서 보는걸 추천	0
2086	무슨 말이 필요해요마블 여자 레전드 캐릭터 나타샤 로마노프 ㅠㅠ	1
2087	마블시리즈 전부다봤고 여러번 정주행했지만 실망한 작품이 하나도 없어 보게 되었는데;와....끝날때까지 졸려서 미치는줄;  기대 1도 안하고 봤는데도 실망을 너무 많이 한;마블시리즈중에서 제일 별로네요. 스칼렛 지못미 ㅠ.ㅠ	0
2088	마블 팬인 저와 마블 스토리를 모르는 여자친구와 보았는데, 둘다 너무 재밌게 보았습니다. 나타샤의 마지막 영화라는게 믿고 싶지 않습니다. 역시 연기며 카리스마하며 나무랄 때 없었습니다. 다른 히어로는 등장하지 않지만, 요한슨 누나의 마지막 작품이라 그녀에게 초점을 맞춘 영화였습니다.	1
2089	별로 재미없음 평점 너무 높음	0
2090	근래본 영화중 가장 재미있게봤음	1
2091	너무너무 재미있었고 쿠키영상도 너무 재미있었어요^^	1
2092	진짜 미쳤다.... 또 보러갈게요 개찢었음.... ㄹㅇ	1
2093	너무너무 재밌게봤어요. 어두운 내용이지만 그걸 이겨내는 블랙위도우의 이야기라 좋았어요ㅠㅠ 액션도 진짜.. 여태껏 마블의 모든 영화를 다 봤지만, 타격감은 블위가 최고였던거같아요!  마지막에 짧게 어벤 브금 스쳐지나갈때 왜 눈물이 나는지ㅠㅠㅠㅠ 영화관에서 나오는게 아쉬웠습니다. 정말 잘봤습니다 블랙위도우 최고!!	1
2095	시간 가는 줄 모르고 재미있게 관람했습니다.	1
2100	10년을 기다렸다. 나타샤 로마노프를 마무리 할 수 있는 영화였다 최고다	1
2101	재미있었습니다. 추천	1
2102	이 영화의 유일한 단점은 너무 늦게 나왔다는 것이다. 적어도 트릴로지로 만들어져야 할 스토리가 고작 1편뿐이라니.	1
2103	이전 3페이즈 어벤져스가 매운맛 진라면이면 이번 블랙위도우는 순한맛 진라면이다.	1
2104	나타샤 로마노프 못 잃어...ㅠㅠ	1
2105	어벤져스에서 더이상 그녀를 못본다는것이 슬프네요. ㅜㅜ	1
2106	엔드게임에서 그녀의 희생과 죽음을 알기에 시작부터 먹먹했던 영화. 과하지도 덜하지도 않은 스토리와 전개로 블랙위도우라는 히어로의 내면과 과거를 알수 있었던 좋은 작품이었다. R.I.P.	1
2107	확실히 마블이 영화를 맛있게 만들어, 무거운데 가볍고 진지하지만 유쾌하고참.. 맛있네 영화가	1
2108	헤피엔딩인데 눈물이 찔끔.. 끝이 있다는건 슬프네요.	1
2110	재밌었음 스칼렛을 더이상 볼수없다니 아쉽기도하지만…	1
2111	액션도 좋고 ost도 좋았습니다.	1
2112	재밌어요 ㄹㅇ 고생했어요 나타샤 ㅠ	1
2113	그동안봐왔던 블랙위도우의 이면을 볼수있어 좋았습니다!!	1
2114	잘만든 영화. 마블 시리즈에서 액션도 손에 꼽을정도로 좋았다 오프닝 시퀀스부터 진짜 좋았고 시빌워 이후의 나타샤 이야기부터 나타샤 어렸을때의 이야기까지 너무 잘보여줌. 블랙위도우 솔로무비가 이제서야나온게 아쉽다	1
2115	오랜만에 본 마블 영화인데 너무 재밌게 봄.	1
2116	마블액션 기대하면 안되용 그냥 바디액션입니다. 전체적으로 페미가  티가 날정도로 엄청나게 묻어서 왜이렇게 영화에 이념이나 사상을 묻히지하면서 불쾌햇어요.   제발 영화는 영화로 즐길수있게 그리고 묻히더라도 티안나게 만드세요...뭔 남자들은 다 모지리 질척 가스라이팅 나쁜거 다적용...	0
2117	완전잼나용ㅎㅎ 스칼렛연기는 쏘굿	1
2119	블위 사랑해요 정말.. 사랑해요	1
2121	완전 재밌슘다 감동까지 굿굿	1
2122	액션 스토리 연기 연출 다 좋았습니다. 다음편도 기대해봅니다	1
2123	기대했던 부분보다 액션씬이 많이 없어서 그부분이 조금 아쉬웠다. 멜레나 집에서 가족들끼리 이야기 하는 부분에서 텐션감도 조금 떨어져서 이 두 부분이 조금 아쉬웠던 것 같다. 레드룸에서 있을 때 내용도 앞부분에 좀 짧은 듯 하게 나오긴 했지만, 자극적인 이야기를 자극적이지 않게, 그리고 세련되게 잘 풀어낸 마블 역대 오프닝 이라고 볼 수 있을 것 같다. 스칼렛 요한슨을 이렇게 나타샤의 모습으로 다시 보게 되어 좋았고, 아무리 봐도 너무 매력적인 유일무이한 캐릭터를 계약상 어쩔 수 없었다고는 하나.. 너무 빨리 소비해 버린 기분 ㅠ 또봐요 언니 ㅠ	1
2125	액션영화에 어울리지않는 연출과 지루한 진행 기대가 컷던걸까? 마블스럽지못해 아쉽다	0
2127	역시 마블이네요 2년만에 눈이 즐거웠던 영화는 처음이네요	1
2129	너무 좋았다. 나타샤의 결말을 알기에 가족들이랑 투닥거리는 장면 한번 더 보고싶었는데..	1
2130	너무 기대를 한 듯 합니다 ㅠㅠ	0
2132	개그코드가 미국식인게 저랑 잘 맞아서 더욱 재밌었어요.	1
2134	오랜만에 영화다운 영화다 스케일, 스릴, 감동 다 잡음	1
2135	마블영화 다운 마블영화마블스러워	1
2136	나타샤의 죽음이 더 맘아프게 느껴진다.	1
2138	재미잇어요~! 역시 기다린 보람이일네요!	1
2139	가족이랑 보기 좋다! 존잼	1
2141	첫부분 부터 울었다...영화 점수는 8점 나머지 점수는 지금까지 열심히 수고 해온 나타샤랑 스칼렛 요한슨한테 주고싶다...	1
2142	기존 어벤져스 시리즈물과 달리 리얼리티가 있었고 영화 분위기가 진지했음. 그래서 더 재밌었고 몰입이 되었다. 코로나가 심하지 않았으면 대박났을 영화인데 아쉽다. 고민하시는 분들은 믿고 보세요.	1
2143	내가 마블을 보다가 잠들줄이야..	0
2145	재미있음, 감동있음, 영상미 좋음, 스토리 좋음, 페미없음,, 잘가 .. ㅠㅠ	1
2146	중간에 왜인지 모르겠다만 하품이 자꾸 나왔네.. 블랙위도우 단독이라서 끌고 가는 힘이 약할 줄 알았는데 액션, 코믹 요소 등이 적절하게 이뤄져서 생각보다 재밌었음. bb	1
2148	엔드게임 먼저 보고 봐서 슬프긴 했지만 역시 히어로♥?	1
2149	평점 많이 줘야 8점인데 9점이 너무 높으니 1점 줘서 내림.	0
2150	정말 재미있습니다 모두 꼭 관람하세요! 강추해요!	1
2151	이제서야 나온 것에 분통을 터뜨리다가, 지금이 아니였음 냇의 스토리가 이렇게 풀렸을까 하며 이해하게 된 영화. 블위 본 후 다른 격투씬이 지루하게 느껴짐.	1
2152	나타샤..안녕 하..끝까지 멋있었다..	1
2155	멋있어요 감동하게 될거예요	1
2156	마블이 블랙 위도우에게 주는 마지막 최고의 예우	1
2157	진짜 보면서 내내 생각했다 역시 마블은 마블이구나.. 다른 작품들과는 다르게 뭔가 좀 더 여운이 남는 느낌이였다 나타샤의 마지막이라 그런가ㅜㅜ 나타샤의 스토리까지 담고있으니 그냥 액션이 아니라 스토리로도 꽉 차 있는 영화였다 코로나 터진 이후로 정말 오랜만에 재밌는 영화를 봤다	1
2158	정말 하나부터 열까지 완벽했던 영화입니다.	1
2159	대 실망입니다.절대 보지 마세요	0
2160	나타샤의 웃는 모습, 슬픈 눈, 딕션...하나하나 다 예술 ㅠㅠ 이 나타샤를 더이상 마블에서 볼 수 없다니 너무 슬플따름이다. 이 캐릭터를 솔로무비 하나로 만족해야한다니 정말... 아쉬워	1
2161	마블 인트로 나올때 ㄹㅇ 소름 블랙위도우 정말 재미있다...	1
2162	역시 남성을 악으로 몰아가는 페미니즘영화	0
2164	재미있어요 ㄹㅇ 진짜 최고예요	1
2165	마무리가 좋았습니다.	1
2166	스칼릿 조한슨이 너무너무 돋보이고 몰입도 최고 재밌는 영화.	1
2168	블랙 위도우에 딱 맞는 영화였다. 감정적이고 현명한 영웅	1
2169	진짜 꼭 보세요! 쿠키영상있고 영화 초반부터 끝까지 지루할 틈이 없습니다! 액션이 끝내줘요!	1
2170	영화 연출 내용 다좋았다!! 근데 내옆에 울애기공주때매 요한슨연기에 집중이 잘안되었다!! 요한슨보다 울애기가 다했다!!	1
2173	뭘 말하려는건지 모르겠음...대충 007같은 전개...	0
2175	그냥 아 마블 시리즈 봤다 라는 느낌.잼있게 봤어요.	1
2177	마블의 여성히어로물을 새로 쓴 블랙위도우	1
2178	솔직히 마블과 어벤져라는 거품을 걷어내면 평작과 졸작 중간쯤	0
2182	블랙위도우가 죽었다는 게 믿겨지지 않는 영화였다...다시 보고 싶다	1
2187	스칼렛 요한슨이 아닌 블랙 위도우는 상상이 안갈정도.. 터프한 액션이 너무도 멋졌어요 어벤져스 멤버들중 가장 험난한 인생을 산 것 같은 느낌	1
2190	여주밖에 안보이는영화	0
2191	기대이상으로 재밌었습니다	1
2192	마블도 끝물 다졌네. 어색한 웃음코드에 억지 춘향식 스토리전개극장까지 간 내가 바보다.	0
2193	역시 마블답게 곳곳에 떡밥들이나 반가운 요소들이 많았고 액션신들이 화려해서 좋았다. 다만 조금 아쉬운 부분을 굳이 꼽으면 중간에 다소 지루했던부분도 있었음.. 기승전결에서 전부분이 살짝 지루했는데 그것은 결에서 빵 터뜨리기 위한 도약준비였던거 같아서 다 본 후에는 재믺었다는 느낌..	1
2195	오프닝 크레딧이 너무 좋았어요	1
2196	여성들로 이런 액션 영화를 만든게 좋았음. 가족의 의미를 생각하게 해주는 영화. 과감한 스토리 생략과 건너뛰기로 스토리를 압축한 점이 돋보였음. 다음 시리즈에서 스칼렛 요한슨의 스토리를 다시기대해봄	1
2197	쉴 새 없이 터지는 액션 너무 즐겁습니다	1
2199	옐레나가 말하기 전까지 나타샤 특유의 포즈가 있는 줄 몰랐는데 영화가 끝나고 나니 나타샤의 그 포즈가 넘 그립다ㅠㅠ	1
2200	믿고보는 여감독 여배우	1
2205	가슴이 웅장해집니다 쿠키영상 꼭 보세요	1
2206	꿀잼시간순삭영화!!	1
2207	넘 재밋어요 마블영화 이렇게 만족스럽게 본 거 오랜만	1
2208	어떤식으로 이야기를 펼칠지 궁금했는데개인적으로는 기대이상 이였고 두번째볼 때 놓친 거 다시 짚으면서 봐서 더 재밌게봤어요 역시 마블 역시 스칼렛 ! :)	1
2209	볼만한건 너바나의 명곡 뿐...태스크마스터는 성전환 수술을 했는지 갑자기 여자가 되어 출현하고 우스꽝스러운 고글을 쓰고 나온다. 충분한 매력을 가진 메인빌런 태스크마스터는 어벤져스에서 조연으로 출현한 크로스본즈보다도 못한 빌런으로 만들어버렸다. 이외 전투장면이나 CG처리 및 스토리 개연성 또한 별볼일 없었고 스칼렛 요한슨의 마지막 작품인 만큼 그녀에 대한 내용에 집중하여 좀 심오하고 진중하게 풀어나갔으면 좋았을텐데 시간만 잡아먹는 필요없는 내용이 너무 많앗고 시종일관 유머를 집어넣어 집중을 하지 못했으며 주인공인 스칼렛 요한슨은 플로렌스 퓨의 매력에 빛을 발하지 못해 누가 주인공인지 이게 주인공이 퇴장하는 마지막 영화인지 구분안될 그냥 유치한 가족영화로 만들어 버려서 마블빠인 나로서는 화만 나는 영화였다.	0
2210	내가 너무 기대를 했나??마블 영화중에서 제일 별로인듯 ㅜ.ㅠ	0
2211	갠적으로 블래위도우의 내면과 감정변화를 들여다본 유일한 영화인듯...땅콩버터샌드위치를 먹다가 왜 눈물을  흘리고 절벽아래로 왜 자신을 희생했는지...영화의 중후반전개가 살짝 아쉽지만 잘만든 영화임엔 이견이 없습니다 ㅋㅋㅋ 굳바이 위도우 ㅠㅠ	1
2212	이것이 여성 서사이다!!	1
2213	역시 마블2년을 기다린 보람이있다	1
2215	no 잼노 잼잼 노 재미 없	0
2217	간만에 재밌게 봤다.기대 안하고 봤는데 의외로 최고의 마블히어로 영화였음	1
2218	노잼 집중 전혀 안됨 별로	0
2219	진짜 최악의 마블영화부실한 스토리와 지루한 전개	0
2220	스칼렛 요한슨의 나타샤 로마노프 1세대 블랙위도우의 과거 내용을 위주로 다룰 줄 알았는데 차기 블랙위도우를 소개하는 내용에 치우친것같아 아쉽다. 스칼렛의 나타샤 로마노프를 마무리하는 영화인만큼 나타샤의 과거 내용에 대한 기대를 엄청 해서인지 아쉽게 봤다. 내용은 조금 아쉽지만 배우들의 연기력과 감독의 연출력, 박진감 넘치는 액션은 인상적이었다.	1
2221	가슴이 먹먹해지는 이별 인사였습니다ㅠㅠㅠㅠ	1
2222	어디 부러질것 처럼 추락하고 떨어지고 모서리 각진데로 떨어져서 보는 내가 다 아팠음.	1
2223	연출 굿 마블 길이 빛날듯 스칼렛 최고 그리고 위도우 가족들  굿	1
2224	개존잼 브금부터 시작해서 연기 연출 액션까지 다 너무 완벽한 영화 진심 시간 가는 줄 모르고 봄배우들 최고	1
2225	기묘한이야기 서장님 마블 레드가디언으로 취업성공 스토리	1
2226	블랙위도우가 더욱더 보고싶어지는 영화 .블랙위도우가 어떻게 살아오고 자기자신을 지켜왔는지 알 수있는 영화 감동받고 안타깝고 이제 못봐서 어캐?	1
2228	말해 뭐해 나타샤는 물론, 옐레나의 매력에 빠지게 될 것..	1
2231	끝물인줄 알았는데. 졸잼.	1
2232	역시 나타샤입니다..	1
2233	스토리야 뭐 그렇다 치고.. 액션도 별로고	0
2236	재밌다!! 마블은 캐릭터 하나하나가 다 개성있고 좋네	1
2238	역시마블.. 블랙위도우 다시는못봐서 아쉬워요 ㅠㅠㅠ	1
2239	역시 최고의 배우 오늘을 최고의 날로 만들어줘서 감사합니다	1
